resource_id,project_id,employee_name,employee_id,role,department,hourly_rate,hours_allocated,hours_worked,start_date,end_date,status,created_date,updated_date
RES59194,PRJ9808,วิไล แสงทอง,EMP1234,Foreman,จัดซื้อ,1608,425,1346,2022-07-24,2023-01-05,Completed,2022-06-05,2025-07-16 10:24:43
RES21115,PRJ9808,วิชาญ รักงาน,EMP7339,Foreman,จัดซื้อ,944,1051,116,2022-07-24,2023-01-05,Active,2022-06-05,2025-07-16 10:24:43
RES88219,PRJ9808,วิไล มีสุข,EMP5424,Quality Control,จัดซื้อ,781,1149,1432,2022-07-24,2023-01-05,Active,2022-06-05,2025-07-16 10:24:43
RES61882,PRJ9808,อรพิน รักงาน,EMP3578,Safety Officer,บำรุงรักษา,405,1560,704,2022-07-24,2023-01-05,Active,2022-06-05,2025-07-16 10:24:43
RES18245,PRJ9808,อรพิน ทรงธรรม,EMP3164,Supervisor,วิศวกรรม,473,462,760,2022-07-24,2023-01-05,Active,2022-06-05,2025-07-16 10:24:43
RES33502,PRJ9808,มานี แสงทอง,EMP3480,Architect,จัดซื้อ,710,229,101,2022-07-24,2023-01-05,On Leave,2022-06-05,2025-07-16 10:24:43
RES78482,PRJ9808,นงลักษณ์ เด่น,EMP7397,Site Engineer,บำรุงรักษา,807,528,321,2022-07-24,2023-01-05,Completed,2022-06-05,2025-07-16 10:24:43
RES17414,PRJ9808,ธนากร มีสุข,EMP1135,Architect,ควบคุมคุณภาพ,1889,836,507,2022-07-24,2023-01-05,Active,2022-06-05,2025-07-16 10:24:43
RES25601,PRJ9808,วิไล ขยัน,EMP7086,Quality Control,บริหาร,535,834,1354,2022-07-24,2023-01-05,On Leave,2022-06-05,2025-07-16 10:24:43
RES47769,PRJ9808,ปิยะ สมบูรณ์,EMP3448,Foreman,วิศวกรรม,620,173,1338,2022-07-24,2023-01-05,Active,2022-06-05,2025-07-16 10:24:43
RES29252,PRJ9808,สมศักดิ์ ขยัน,EMP5229,Supervisor,วิศวกรรม,1958,727,1530,2022-07-24,2023-01-05,On Leave,2022-06-05,2025-07-16 10:24:43
RES19844,PRJ9808,ชาคริต มั่งคั่ง,EMP9818,Safety Officer,ควบคุมคุณภาพ,1785,703,1522,2022-07-24,2023-01-05,Active,2022-06-05,2025-07-16 10:24:43
RES73139,PRJ5905,สมศักดิ์ ประสิทธิ์,EMP3476,Worker,บริหาร,1943,464,297,2024-12-19,2025-03-27,Active,2024-09-26,2025-07-16 10:24:43
RES79586,PRJ5905,ปิยะ สมบูรณ์,EMP2519,Supervisor,บำรุงรักษา,1024,1435,1258,2024-12-19,2025-03-27,On Leave,2024-09-26,2025-07-16 10:24:43
RES77770,PRJ5905,นิรัชต์ ชื่นชม,EMP2786,Project Manager,บริหาร,1995,1554,1260,2024-12-19,2025-03-27,Completed,2024-09-26,2025-07-16 10:24:43
RES50728,PRJ5905,สุดา ขันที,EMP6632,Safety Officer,จัดซื้อ,458,604,1491,2024-12-19,2025-03-27,Completed,2024-09-26,2025-07-16 10:24:43
RES76051,PRJ5905,ปรีดา สุกใส,EMP5624,Architect,ก่อสร้าง,890,1014,536,2024-12-19,2025-03-27,On Leave,2024-09-26,2025-07-16 10:24:43
RES75833,PRJ5905,วิไล ประสิทธิ์,EMP3354,Supervisor,บำรุงรักษา,765,1443,405,2024-12-19,2025-03-27,Completed,2024-09-26,2025-07-16 10:24:43
RES48722,PRJ5905,สุดา มีสุข,EMP6274,Supervisor,การเงิน,786,399,238,2024-12-19,2025-03-27,Completed,2024-09-26,2025-07-16 10:24:43
RES99071,PRJ5905,ชูใจ เก่งกาจ,EMP1413,Architect,บริหาร,1228,671,615,2024-12-19,2025-03-27,Completed,2024-09-26,2025-07-16 10:24:43
RES40199,PRJ5905,ชูใจ ชื่นชม,EMP4058,Safety Officer,ก่อสร้าง,898,174,636,2024-12-19,2025-03-27,Completed,2024-09-26,2025-07-16 10:24:43
RES71972,PRJ5905,อรุณ รักงาน,EMP7207,Project Manager,ก่อสร้าง,962,1266,1218,2024-12-19,2025-03-27,Completed,2024-09-26,2025-07-16 10:24:43
RES52067,PRJ5905,วิไล สุกใส,EMP2294,Foreman,บริหาร,762,1441,1067,2024-12-19,2025-03-27,Completed,2024-09-26,2025-07-16 10:24:43
RES19470,PRJ5905,มานี รักงาน,EMP6896,Supervisor,วิศวกรรม,575,920,1691,2024-12-19,2025-03-27,On Leave,2024-09-26,2025-07-16 10:24:43
RES61921,PRJ5905,ปิยะ ใจดี,EMP1564,Safety Officer,ความปลอดภัย,429,328,626,2024-12-19,2025-03-27,Completed,2024-09-26,2025-07-16 10:24:43
RES10497,PRJ5905,วิชาญ มั่งคั่ง,EMP7351,Site Engineer,ความปลอดภัย,600,746,828,2024-12-19,2025-03-27,Active,2024-09-26,2025-07-16 10:24:43
RES88315,PRJ5905,กิตติ เด่น,EMP6775,Safety Officer,ความปลอดภัย,1360,715,519,2024-12-19,2025-03-27,Active,2024-09-26,2025-07-16 10:24:43
RES88008,PRJ5905,นงลักษณ์ ทรงธรรม,EMP2584,Site Engineer,การเงิน,291,624,565,2024-12-19,2025-03-27,Active,2024-09-26,2025-07-16 10:24:43
RES46258,PRJ5905,สมศักดิ์ สุกใส,EMP3697,Quality Control,บำรุงรักษา,1966,218,288,2024-12-19,2025-03-27,Active,2024-09-26,2025-07-16 10:24:43
RES15991,PRJ5905,มานี เด่น,EMP4707,Worker,ความปลอดภัย,1686,1388,1328,2024-12-19,2025-03-27,Completed,2024-09-26,2025-07-16 10:24:43
RES81137,PRJ5905,อรพิน ประสิทธิ์,EMP7772,Site Engineer,วิศวกรรม,896,1135,1148,2024-12-19,2025-03-27,Completed,2024-09-26,2025-07-16 10:24:43
RES27148,PRJ5905,วิชาญ ใสใจ,EMP3514,Safety Officer,ความปลอดภัย,259,605,1034,2024-12-19,2025-03-27,Completed,2024-09-26,2025-07-16 10:24:43
RES77498,PRJ5905,ปิยะ ทรงธรรม,EMP5726,Project Manager,ควบคุมคุณภาพ,599,599,340,2024-12-19,2025-03-27,Active,2024-09-26,2025-07-16 10:24:43
RES34407,PRJ5905,วิภา ไว้ใจ,EMP6267,Worker,บริหาร,492,1059,128,2024-12-19,2025-03-27,Completed,2024-09-26,2025-07-16 10:24:43
RES99884,PRJ9004,วิชาญ เด่น,EMP9607,Supervisor,จัดซื้อ,573,1297,1048,2023-06-25,2025-02-21,Completed,2023-04-11,2025-07-16 10:24:43
RES71813,PRJ9004,ปรีดา ขยัน,EMP1104,Safety Officer,บริหาร,1091,612,924,2023-06-25,2025-02-21,Completed,2023-04-11,2025-07-16 10:24:43
RES56301,PRJ9004,กิตติ มั่งคั่ง,EMP1061,Safety Officer,จัดซื้อ,991,445,431,2023-06-25,2025-02-21,On Leave,2023-04-11,2025-07-16 10:24:43
RES30270,PRJ9004,วิชาญ เก่งกาจ,EMP9827,Foreman,วิศวกรรม,1895,1349,1797,2023-06-25,2025-02-21,Active,2023-04-11,2025-07-16 10:24:43
RES75987,PRJ9004,อรุณ ประสิทธิ์,EMP3703,Safety Officer,ความปลอดภัย,1908,1061,373,2023-06-25,2025-02-21,Completed,2023-04-11,2025-07-16 10:24:43
RES38245,PRJ9004,นงลักษณ์ ชาญยุทธ,EMP4236,Project Manager,ความปลอดภัย,685,897,1418,2023-06-25,2025-02-21,On Leave,2023-04-11,2025-07-16 10:24:43
RES66477,PRJ9004,สมศักดิ์ เก่งกาจ,EMP1601,Quality Control,จัดซื้อ,1867,1511,913,2023-06-25,2025-02-21,Active,2023-04-11,2025-07-16 10:24:43
RES45804,PRJ9004,ชูใจ ใสใจ,EMP4794,Site Engineer,ก่อสร้าง,1967,574,616,2023-06-25,2025-02-21,On Leave,2023-04-11,2025-07-16 10:24:43
RES36946,PRJ9004,ธนากร ชื่นชม,EMP5540,Site Engineer,วิศวกรรม,691,1226,1447,2023-06-25,2025-02-21,Completed,2023-04-11,2025-07-16 10:24:43
RES66753,PRJ9004,อรพิน ใจดี,EMP3523,Worker,ก่อสร้าง,1911,402,159,2023-06-25,2025-02-21,Completed,2023-04-11,2025-07-16 10:24:43
RES40807,PRJ9004,สุธิดา ประสิทธิ์,EMP2447,Safety Officer,บริหาร,1684,788,1245,2023-06-25,2025-02-21,On Leave,2023-04-11,2025-07-16 10:24:43
RES39559,PRJ9004,กิตติ ขยัน,EMP9667,Site Engineer,วิศวกรรม,1636,1571,941,2023-06-25,2025-02-21,On Leave,2023-04-11,2025-07-16 10:24:43
RES85941,PRJ9004,อรพิน ใสใจ,EMP7099,Worker,ก่อสร้าง,842,310,1375,2023-06-25,2025-02-21,Active,2023-04-11,2025-07-16 10:24:43
RES85210,PRJ9004,มานี ใจดี,EMP4417,Quality Control,ควบคุมคุณภาพ,1173,1571,906,2023-06-25,2025-02-21,Completed,2023-04-11,2025-07-16 10:24:43
RES75083,PRJ9004,สุดา ทรงธรรม,EMP7549,Safety Officer,จัดซื้อ,1330,1224,1108,2023-06-25,2025-02-21,Completed,2023-04-11,2025-07-16 10:24:43
RES57986,PRJ9004,สมศักดิ์ ชาญยุทธ,EMP6912,Quality Control,วิศวกรรม,1149,587,1688,2023-06-25,2025-02-21,Completed,2023-04-11,2025-07-16 10:24:43
RES73638,PRJ9004,ชาคริต ไว้ใจ,EMP2195,Architect,ควบคุมคุณภาพ,332,1297,148,2023-06-25,2025-02-21,On Leave,2023-04-11,2025-07-16 10:24:43
RES81358,PRJ9004,พรรณี เก่งกาจ,EMP8083,Safety Officer,ก่อสร้าง,1486,553,510,2023-06-25,2025-02-21,On Leave,2023-04-11,2025-07-16 10:24:43
RES11702,PRJ9004,ปรีดา รักงาน,EMP2883,Architect,บริหาร,1392,227,292,2023-06-25,2025-02-21,Active,2023-04-11,2025-07-16 10:24:43
RES39352,PRJ9004,นงลักษณ์ ใจดี,EMP6477,Worker,บริหาร,317,790,679,2023-06-25,2025-02-21,Active,2023-04-11,2025-07-16 10:24:43
RES36058,PRJ9004,อรุณ ขยัน,EMP9182,Foreman,วิศวกรรม,1684,695,1298,2023-06-25,2025-02-21,On Leave,2023-04-11,2025-07-16 10:24:43
RES21407,PRJ9004,สมชาย ชื่นชม,EMP7451,Site Engineer,จัดซื้อ,176,672,1790,2023-06-25,2025-02-21,Completed,2023-04-11,2025-07-16 10:24:43
RES92423,PRJ1158,นงลักษณ์ มั่นใจ,EMP2467,Architect,บำรุงรักษา,788,619,1186,2024-05-25,2026-03-20,On Leave,2024-02-28,2025-07-16 10:24:43
RES59993,PRJ1158,สุธิดา ไว้ใจ,EMP7240,Safety Officer,ควบคุมคุณภาพ,204,952,1025,2024-05-25,2026-03-20,Active,2024-02-28,2025-07-16 10:24:43
RES86550,PRJ1158,กิตติ ใจดี,EMP1738,Foreman,ควบคุมคุณภาพ,224,1098,471,2024-05-25,2026-03-20,Completed,2024-02-28,2025-07-16 10:24:43
RES39323,PRJ1158,สุดา เจริญ,EMP6961,Quality Control,บำรุงรักษา,775,484,646,2024-05-25,2026-03-20,Completed,2024-02-28,2025-07-16 10:24:43
RES71469,PRJ1158,วิชาญ ใสใจ,EMP6929,Safety Officer,ควบคุมคุณภาพ,1420,481,1673,2024-05-25,2026-03-20,Completed,2024-02-28,2025-07-16 10:24:43
RES10932,PRJ1158,วิชาญ ใจดี,EMP6499,Worker,วิศวกรรม,1106,1115,1484,2024-05-25,2026-03-20,Completed,2024-02-28,2025-07-16 10:24:43
RES91965,PRJ1158,สุดา ขันที,EMP1075,Quality Control,การเงิน,571,992,1141,2024-05-25,2026-03-20,On Leave,2024-02-28,2025-07-16 10:24:43
RES80259,PRJ1158,ชูใจ ขันที,EMP2029,Project Manager,การเงิน,1558,1539,1338,2024-05-25,2026-03-20,Completed,2024-02-28,2025-07-16 10:24:43
RES75661,PRJ4441,กิตติ ทรงธรรม,EMP5806,Supervisor,ควบคุมคุณภาพ,860,1001,660,2022-03-23,2023-06-22,Completed,2022-02-10,2025-07-16 10:24:43
RES75035,PRJ4441,สมหญิง เก่งกาจ,EMP7269,Supervisor,ก่อสร้าง,1959,1163,910,2022-03-23,2023-06-22,Completed,2022-02-10,2025-07-16 10:24:43
RES65613,PRJ4441,อรพิน ไว้ใจ,EMP7450,Worker,การเงิน,1497,1221,1010,2022-03-23,2023-06-22,On Leave,2022-02-10,2025-07-16 10:24:43
RES60757,PRJ4441,กิตติ ไว้ใจ,EMP5248,Worker,บำรุงรักษา,1668,320,814,2022-03-23,2023-06-22,Completed,2022-02-10,2025-07-16 10:24:43
RES92360,PRJ4441,วิภา ขยัน,EMP8263,Worker,การเงิน,1874,1486,173,2022-03-23,2023-06-22,On Leave,2022-02-10,2025-07-16 10:24:43
RES27001,PRJ4441,ชาคริต มั่งคั่ง,EMP6972,Supervisor,บำรุงรักษา,1457,1174,447,2022-03-23,2023-06-22,On Leave,2022-02-10,2025-07-16 10:24:43
RES10728,PRJ4441,ชูใจ ขยัน,EMP9588,Quality Control,การเงิน,1475,624,1414,2022-03-23,2023-06-22,On Leave,2022-02-10,2025-07-16 10:24:43
RES53616,PRJ4441,สมชาย สมบูรณ์,EMP8224,Architect,ความปลอดภัย,679,1294,166,2022-03-23,2023-06-22,Completed,2022-02-10,2025-07-16 10:24:43
RES10955,PRJ4441,อรพิน สมบูรณ์,EMP9717,Supervisor,ควบคุมคุณภาพ,1225,1252,861,2022-03-23,2023-06-22,Completed,2022-02-10,2025-07-16 10:24:43
RES34705,PRJ4441,สุดา ไว้ใจ,EMP2980,Supervisor,จัดซื้อ,1338,1390,877,2022-03-23,2023-06-22,Completed,2022-02-10,2025-07-16 10:24:43
RES78794,PRJ4441,สมหญิง ขยัน,EMP1478,Safety Officer,ควบคุมคุณภาพ,1666,1099,528,2022-03-23,2023-06-22,Active,2022-02-10,2025-07-16 10:24:43
RES46023,PRJ4441,นิรัชต์ ใสใจ,EMP1021,Quality Control,ควบคุมคุณภาพ,1794,521,1760,2022-03-23,2023-06-22,On Leave,2022-02-10,2025-07-16 10:24:43
RES13842,PRJ4441,ธนากร ใจดี,EMP1751,Foreman,จัดซื้อ,677,899,1157,2022-03-23,2023-06-22,Active,2022-02-10,2025-07-16 10:24:43
RES79856,PRJ4441,สุธิดา มั่นใจ,EMP8075,Supervisor,ควบคุมคุณภาพ,1930,756,908,2022-03-23,2023-06-22,Completed,2022-02-10,2025-07-16 10:24:43
RES65973,PRJ5065,ชาคริต รักงาน,EMP8075,Project Manager,ควบคุมคุณภาพ,1476,607,379,2023-11-12,2025-04-06,Completed,2023-09-01,2025-07-16 10:24:43
RES84760,PRJ5065,นงลักษณ์ ทรงธรรม,EMP5332,Site Engineer,การเงิน,552,1377,400,2023-11-12,2025-04-06,Active,2023-09-01,2025-07-16 10:24:43
RES85440,PRJ5065,พรรณี สุขสม,EMP1874,Site Engineer,บริหาร,1601,526,1386,2023-11-12,2025-04-06,Completed,2023-09-01,2025-07-16 10:24:43
RES15887,PRJ5065,ปรีดา ประสิทธิ์,EMP2805,Architect,วิศวกรรม,1043,962,712,2023-11-12,2025-04-06,On Leave,2023-09-01,2025-07-16 10:24:43
RES87581,PRJ5065,สุธิดา ทรงธรรม,EMP8689,Supervisor,ควบคุมคุณภาพ,687,643,144,2023-11-12,2025-04-06,Completed,2023-09-01,2025-07-16 10:24:43
RES44548,PRJ5065,ชาคริต ชาญยุทธ,EMP6266,Safety Officer,การเงิน,328,712,1545,2023-11-12,2025-04-06,Completed,2023-09-01,2025-07-16 10:24:43
RES87337,PRJ5065,มานี แสงทอง,EMP1375,Architect,ก่อสร้าง,1231,999,164,2023-11-12,2025-04-06,Active,2023-09-01,2025-07-16 10:24:43
RES71255,PRJ5065,สมชาย รักงาน,EMP9648,Safety Officer,การเงิน,1707,1046,1648,2023-11-12,2025-04-06,Completed,2023-09-01,2025-07-16 10:24:43
RES73030,PRJ5065,นิรัชต์ ประสิทธิ์,EMP2961,Foreman,ก่อสร้าง,273,649,1572,2023-11-12,2025-04-06,Completed,2023-09-01,2025-07-16 10:24:43
RES38628,PRJ5065,สมศักดิ์ ใจดี,EMP3086,Supervisor,บำรุงรักษา,344,1105,619,2023-11-12,2025-04-06,Completed,2023-09-01,2025-07-16 10:24:43
RES94490,PRJ5065,สมศักดิ์ ชื่นชม,EMP5875,Site Engineer,ควบคุมคุณภาพ,1375,668,1120,2023-11-12,2025-04-06,Completed,2023-09-01,2025-07-16 10:24:43
RES68444,PRJ5065,สมชาย แสงทอง,EMP9274,Project Manager,บำรุงรักษา,1175,1345,235,2023-11-12,2025-04-06,Active,2023-09-01,2025-07-16 10:24:43
RES63013,PRJ5065,อรพิน ใจดี,EMP1490,Quality Control,ความปลอดภัย,1436,243,1115,2023-11-12,2025-04-06,Active,2023-09-01,2025-07-16 10:24:43
RES79168,PRJ5065,มานี ประสิทธิ์,EMP5937,Safety Officer,ความปลอดภัย,1081,1209,501,2023-11-12,2025-04-06,Active,2023-09-01,2025-07-16 10:24:43
RES43332,PRJ5065,วิไล ใสใจ,EMP8576,Supervisor,จัดซื้อ,616,832,1451,2023-11-12,2025-04-06,Completed,2023-09-01,2025-07-16 10:24:43
RES98918,PRJ5065,สมชาย เด่น,EMP5297,Foreman,บำรุงรักษา,1563,538,1152,2023-11-12,2025-04-06,Active,2023-09-01,2025-07-16 10:24:43
RES25425,PRJ6378,สุธิดา ประสิทธิ์,EMP9291,Supervisor,จัดซื้อ,537,684,603,2023-01-31,2024-06-12,On Leave,2022-12-30,2025-07-16 10:24:43
RES66101,PRJ6378,ปรีดา ชื่นชม,EMP6334,Worker,ความปลอดภัย,319,707,185,2023-01-31,2024-06-12,On Leave,2022-12-30,2025-07-16 10:24:43
RES96375,PRJ6378,สมศักดิ์ แสงทอง,EMP4532,Project Manager,ควบคุมคุณภาพ,1300,541,1381,2023-01-31,2024-06-12,Active,2022-12-30,2025-07-16 10:24:43
RES92094,PRJ6378,อรพิน ขันที,EMP1083,Architect,ก่อสร้าง,1094,1026,1368,2023-01-31,2024-06-12,On Leave,2022-12-30,2025-07-16 10:24:43
RES17089,PRJ6378,วิชาญ ใสใจ,EMP3604,Supervisor,บริหาร,1749,426,1343,2023-01-31,2024-06-12,On Leave,2022-12-30,2025-07-16 10:24:43
RES91585,PRJ6378,กิตติ รักงาน,EMP4208,Supervisor,บริหาร,1498,1389,1784,2023-01-31,2024-06-12,Active,2022-12-30,2025-07-16 10:24:43
RES56952,PRJ6378,กิตติ ใสใจ,EMP5337,Project Manager,ควบคุมคุณภาพ,653,220,1001,2023-01-31,2024-06-12,On Leave,2022-12-30,2025-07-16 10:24:43
RES87747,PRJ6378,วิชาญ ใสใจ,EMP5508,Project Manager,ก่อสร้าง,1466,1558,1048,2023-01-31,2024-06-12,Active,2022-12-30,2025-07-16 10:24:43
RES25397,PRJ8119,ปิยะ ไว้ใจ,EMP6853,Supervisor,วิศวกรรม,202,1303,768,2022-08-11,2024-07-11,Active,2022-06-09,2025-07-16 10:24:43
RES48300,PRJ8119,ปิยะ ชาญยุทธ,EMP2284,Foreman,บริหาร,195,1578,887,2022-08-11,2024-07-11,On Leave,2022-06-09,2025-07-16 10:24:43
RES17270,PRJ8119,พรรณี ชื่นชม,EMP3038,Project Manager,ควบคุมคุณภาพ,408,274,809,2022-08-11,2024-07-11,Completed,2022-06-09,2025-07-16 10:24:43
RES47733,PRJ8119,สุธิดา ชาญยุทธ,EMP9457,Architect,บำรุงรักษา,1236,1154,1328,2022-08-11,2024-07-11,Completed,2022-06-09,2025-07-16 10:24:43
RES36813,PRJ8119,สมศักดิ์ ชื่นชม,EMP3463,Worker,การเงิน,1962,1466,1492,2022-08-11,2024-07-11,Completed,2022-06-09,2025-07-16 10:24:43
RES78978,PRJ8119,วิชาญ ใสใจ,EMP2386,Foreman,บำรุงรักษา,634,457,1489,2022-08-11,2024-07-11,Active,2022-06-09,2025-07-16 10:24:43
RES77530,PRJ8119,ปิยะ ขันที,EMP5497,Foreman,การเงิน,1716,361,1133,2022-08-11,2024-07-11,Completed,2022-06-09,2025-07-16 10:24:43
RES57492,PRJ8119,อรพิน สุกใส,EMP7861,Site Engineer,การเงิน,528,853,1311,2022-08-11,2024-07-11,Active,2022-06-09,2025-07-16 10:24:43
RES17030,PRJ8119,วิไล ใจดี,EMP7934,Architect,ความปลอดภัย,649,696,1619,2022-08-11,2024-07-11,On Leave,2022-06-09,2025-07-16 10:24:43
RES60814,PRJ8119,วิชาญ แสงทอง,EMP1244,Worker,ความปลอดภัย,1078,1358,1614,2022-08-11,2024-07-11,Active,2022-06-09,2025-07-16 10:24:43
RES52642,PRJ8119,สมชาย ชื่นชม,EMP3231,Worker,ความปลอดภัย,1962,993,1557,2022-08-11,2024-07-11,Completed,2022-06-09,2025-07-16 10:24:43
RES41106,PRJ8119,ธนากร มั่งคั่ง,EMP8268,Quality Control,การเงิน,234,869,1705,2022-08-11,2024-07-11,Completed,2022-06-09,2025-07-16 10:24:43
RES37568,PRJ8119,อรพิน แสงทอง,EMP9328,Site Engineer,บริหาร,1381,1199,1649,2022-08-11,2024-07-11,On Leave,2022-06-09,2025-07-16 10:24:43
RES29994,PRJ8066,สุธิดา สุกใส,EMP6402,Worker,บำรุงรักษา,1509,1085,1385,2023-02-08,2024-05-15,Completed,2022-12-22,2025-07-16 10:24:43
RES45587,PRJ8066,อรพิน มั่นใจ,EMP3947,Architect,ความปลอดภัย,1159,400,358,2023-02-08,2024-05-15,Active,2022-12-22,2025-07-16 10:24:43
RES68638,PRJ8066,ปิยะ เด่น,EMP5068,Safety Officer,บำรุงรักษา,1203,1420,178,2023-02-08,2024-05-15,Active,2022-12-22,2025-07-16 10:24:43
RES18142,PRJ8066,พรรณี แสงทอง,EMP6966,Worker,ความปลอดภัย,1160,1325,1509,2023-02-08,2024-05-15,On Leave,2022-12-22,2025-07-16 10:24:43
RES70534,PRJ8066,ชาคริต ใจดี,EMP8149,Quality Control,ก่อสร้าง,1002,564,1488,2023-02-08,2024-05-15,On Leave,2022-12-22,2025-07-16 10:24:43
RES65282,PRJ8066,ปรีดา ใจดี,EMP3523,Architect,การเงิน,848,1360,552,2023-02-08,2024-05-15,Completed,2022-12-22,2025-07-16 10:24:43
RES13915,PRJ8066,สุดา สุกใส,EMP8060,Safety Officer,ความปลอดภัย,1996,1438,1603,2023-02-08,2024-05-15,Active,2022-12-22,2025-07-16 10:24:43
RES49469,PRJ8066,วิชาญ มีสุข,EMP3507,Safety Officer,ก่อสร้าง,919,1551,1088,2023-02-08,2024-05-15,Completed,2022-12-22,2025-07-16 10:24:43
RES35866,PRJ8066,นิรัชต์ เด่น,EMP7026,Site Engineer,ควบคุมคุณภาพ,888,725,311,2023-02-08,2024-05-15,Completed,2022-12-22,2025-07-16 10:24:43
RES16478,PRJ8066,สมหญิง แสงทอง,EMP5635,Architect,การเงิน,1454,1298,592,2023-02-08,2024-05-15,Completed,2022-12-22,2025-07-16 10:24:43
RES56615,PRJ8066,นงลักษณ์ แสงทอง,EMP6956,Quality Control,ก่อสร้าง,873,411,968,2023-02-08,2024-05-15,On Leave,2022-12-22,2025-07-16 10:24:43
RES38139,PRJ8066,มานี ใสใจ,EMP8924,Quality Control,จัดซื้อ,1508,1202,210,2023-02-08,2024-05-15,On Leave,2022-12-22,2025-07-16 10:24:43
RES11019,PRJ7888,พรรณี มั่นใจ,EMP2501,Project Manager,จัดซื้อ,1703,264,701,2022-09-18,2023-07-01,Active,2022-07-12,2025-07-16 10:24:43
RES72082,PRJ7888,นิรัชต์ ใสใจ,EMP6400,Safety Officer,การเงิน,312,484,291,2022-09-18,2023-07-01,On Leave,2022-07-12,2025-07-16 10:24:43
RES85901,PRJ7888,สุธิดา มั่นใจ,EMP4793,Supervisor,จัดซื้อ,1620,1298,885,2022-09-18,2023-07-01,Active,2022-07-12,2025-07-16 10:24:43
RES90748,PRJ7888,วิภา สุขสม,EMP7885,Project Manager,การเงิน,1744,1483,1491,2022-09-18,2023-07-01,Active,2022-07-12,2025-07-16 10:24:43
RES14379,PRJ7888,อรพิน ใสใจ,EMP4226,Site Engineer,วิศวกรรม,330,381,856,2022-09-18,2023-07-01,Active,2022-07-12,2025-07-16 10:24:43
RES15729,PRJ7888,สุดา รักงาน,EMP5670,Project Manager,บริหาร,504,1411,1550,2022-09-18,2023-07-01,Active,2022-07-12,2025-07-16 10:24:43
RES98849,PRJ7888,วิภา ชาญยุทธ,EMP8101,Supervisor,บำรุงรักษา,1554,1363,187,2022-09-18,2023-07-01,Active,2022-07-12,2025-07-16 10:24:43
RES97253,PRJ7888,วิภา ประสิทธิ์,EMP8332,Foreman,วิศวกรรม,154,1306,1190,2022-09-18,2023-07-01,On Leave,2022-07-12,2025-07-16 10:24:43
RES79233,PRJ7888,พรรณี เด่น,EMP8369,Site Engineer,จัดซื้อ,582,1087,985,2022-09-18,2023-07-01,Completed,2022-07-12,2025-07-16 10:24:43
RES45778,PRJ7888,ปิยะ มั่งคั่ง,EMP9907,Supervisor,ความปลอดภัย,658,1209,1532,2022-09-18,2023-07-01,Active,2022-07-12,2025-07-16 10:24:43
RES48528,PRJ7888,สุดา รักงาน,EMP8126,Worker,บำรุงรักษา,530,729,404,2022-09-18,2023-07-01,On Leave,2022-07-12,2025-07-16 10:24:43
RES64136,PRJ7888,พรรณี ขยัน,EMP1491,Worker,บำรุงรักษา,1821,1487,1244,2022-09-18,2023-07-01,Active,2022-07-12,2025-07-16 10:24:43
RES99682,PRJ7888,สุดา ทรงธรรม,EMP8112,Quality Control,ควบคุมคุณภาพ,1719,1065,1316,2022-09-18,2023-07-01,On Leave,2022-07-12,2025-07-16 10:24:43
RES77932,PRJ7888,นิรัชต์ ประสิทธิ์,EMP8772,Safety Officer,ความปลอดภัย,820,718,1348,2022-09-18,2023-07-01,On Leave,2022-07-12,2025-07-16 10:24:43
RES50776,PRJ7888,กิตติ ชื่นชม,EMP8305,Site Engineer,ความปลอดภัย,495,686,886,2022-09-18,2023-07-01,On Leave,2022-07-12,2025-07-16 10:24:43
RES84584,PRJ7888,นงลักษณ์ แสงทอง,EMP5084,Site Engineer,การเงิน,594,836,1754,2022-09-18,2023-07-01,Completed,2022-07-12,2025-07-16 10:24:43
RES50757,PRJ7888,ปิยะ ชาญยุทธ,EMP5573,Project Manager,ก่อสร้าง,976,1443,875,2022-09-18,2023-07-01,On Leave,2022-07-12,2025-07-16 10:24:43
RES11456,PRJ7888,ชูใจ มั่นใจ,EMP7144,Worker,จัดซื้อ,1704,959,956,2022-09-18,2023-07-01,On Leave,2022-07-12,2025-07-16 10:24:43
RES78073,PRJ7888,นิรัชต์ ใจดี,EMP9810,Foreman,ก่อสร้าง,1804,1340,1700,2022-09-18,2023-07-01,Active,2022-07-12,2025-07-16 10:24:43
RES95187,PRJ8238,ปิยะ ขยัน,EMP7286,Safety Officer,ก่อสร้าง,1511,540,207,2023-10-22,2025-05-10,Active,2023-08-02,2025-07-16 10:24:43
RES37235,PRJ8238,วิภา ทรงธรรม,EMP5421,Project Manager,จัดซื้อ,1107,1543,1558,2023-10-22,2025-05-10,Active,2023-08-02,2025-07-16 10:24:43
RES77460,PRJ8238,อรุณ ทรงธรรม,EMP5928,Architect,บำรุงรักษา,567,1186,600,2023-10-22,2025-05-10,Active,2023-08-02,2025-07-16 10:24:43
RES53214,PRJ8238,ธนากร มั่นใจ,EMP7308,Architect,บำรุงรักษา,693,1516,917,2023-10-22,2025-05-10,On Leave,2023-08-02,2025-07-16 10:24:43
RES97305,PRJ8238,อรพิน สุกใส,EMP9231,Quality Control,บริหาร,1828,270,822,2023-10-22,2025-05-10,Completed,2023-08-02,2025-07-16 10:24:43
RES27270,PRJ8238,กิตติ ทรงธรรม,EMP7952,Worker,ความปลอดภัย,287,1392,640,2023-10-22,2025-05-10,Active,2023-08-02,2025-07-16 10:24:43
